I0224 01:03:58.134252   11295 serve.go:43] cloudcode_cli (Jan 21 2025 17:43:36 -0800, cl:718125841 baseline:716751907)
I0224 01:53:19.128561   14070 ide_context.go:131] Unable to read file at /home/leozhontai561/.aiexclude
/home/leozhontai561
file:///home/leozhontai561
I0224 01:53:19.128588   14070 conversation.go:559] Unable to retrieve excluded files for request #155: open /home/leozhontai561/.aiexclude: no such file or directory
I0224 01:53:19.128646   14070 rag_cache.go:821] Retrieving and scoring colocated and open files
I0224 01:53:19.128657   14070 rag_cache.go:851] rerankByLangBoost=0
I0224 01:53:19.128745   14070 document.go:425] OtherEditType (DELETE), returning ReasonRecentlyEdited
I0224 01:53:19.274864   14070 conversation.go:522] Starting getChatIDEContext with detected intent: 
I0224 01:53:19.274904   14070 document.go:421] NoneEditType, returning ReasonRecentlyOpened
I0224 01:53:19.274940   14070 ide_context.go:131] Unable to read file at /home/leozhontai561/.aiexclude
/home/leozhontai561
file:///home/leozhontai561
I0224 01:53:19.274956   14070 conversation.go:559] Unable to retrieve excluded files for request #157: open /home/leozhontai561/.aiexclude: no such file or directory
I0224 01:53:19.275003   14070 rag_cache.go:821] Retrieving and scoring colocated and open files
I0224 01:53:19.275011   14070 rag_cache.go:851] rerankByLangBoost=0
I0224 01:53:19.275071   14070 document.go:425] OtherEditType (DELETE), returning ReasonRecentlyEdited
E0224 01:53:20.299968   14070 retention.go:641] Failed to get offsets at range due to: end offset: invalid column number
E0224 01:53:20.300008   14070 retention.go:641] Failed to get offsets at range due to: start offset: invalid column number
E0224 01:53:20.300022   14070 retention.go:641] Failed to get offsets at range due to: start offset: invalid column number
E0224 01:53:20.300031   14070 retention.go:641] Failed to get offsets at range due to: start offset: invalid column number
E0224 01:53:20.300039   14070 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
E0224 01:53:20.300046   14070 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
E0224 01:53:20.300054   14070 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
E0224 01:53:20.300061   14070 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
E0224 01:53:20.300068   14070 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
E0224 01:53:20.300075   14070 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
E0224 01:53:20.300084   14070 retention.go:641] Failed to get offsets at range due to: start offset: invalid line number
W0224 01:53:20.300101   14070 retention.go:173] Could not get offsets for range in document. range: &{{6 19} {6 25}}, error: invalid column number
W0224 01:53:20.300123   14070 retention.go:173] Could not get offsets for range in document. range: &{{6 31} {15 0}}, error: invalid column number
W0224 01:53:20.300130   14070 retention.go:173] Could not get offsets for range in document. range: &{{18 67} {23 39}}, error: invalid column number
W0224 01:53:20.300137   14070 retention.go:173] Could not get offsets for range in document. range: &{{35 11} {35 15}}, error: invalid column number
W0224 01:53:20.300142   14070 retention.go:173] Could not get offsets for range in document. range: &{{39 37} {39 41}}, error: invalid line number
W0224 01:53:20.300149   14070 retention.go:173] Could not get offsets for range in document. range: &{{40 15} {40 28}}, error: invalid line number
W0224 01:53:20.300155   14070 retention.go:173] Could not get offsets for range in document. range: &{{40 33} {44 0}}, error: invalid line number
W0224 01:53:20.300160   14070 retention.go:173] Could not get offsets for range in document. range: &{{48 2} {48 3}}, error: invalid line number
W0224 01:53:20.300165   14070 retention.go:173] Could not get offsets for range in document. range: &{{51 15} {53 34}}, error: invalid line number
W0224 01:53:20.300170   14070 retention.go:173] Could not get offsets for range in document. range: &{{55 4} {55 5}}, error: invalid line number
W0224 01:53:20.300175   14070 retention.go:173] Could not get offsets for range in document. range: &{{55 35} {55 71}}, error: invalid line number
W0224 01:53:20.300188   14070 document.go:267] Error computing chars added only: getting byte offset for end of change range: invalid line number
I0224 01:53:20.373400   14070 conversation.go:522] Starting getChatIDEContext with detected intent: 
I0224 01:53:20.373443   14070 document.go:425] OtherEditType (UNKNOWN_EDIT), returning ReasonRecentlyEdited
I0224 01:53:20.373560   14070 ide_context.go:131] Unable to read file at /home/leozhontai561/.aiexclude
/home/leozhontai561
file:///home/leozhontai561
I0224 01:53:20.373602   14070 conversation.go:559] Unable to retrieve excluded files for request #160: open /home/leozhontai561/.aiexclude: no such file or directory
I0224 01:53:20.373640   14070 rag_cache.go:821] Retrieving and scoring colocated and open files
I0224 01:53:20.373653   14070 rag_cache.go:851] rerankByLangBoost=0
I0224 01:53:20.373738   14070 document.go:425] OtherEditType (DELETE), returning ReasonRecentlyEdited
I0224 01:53:46.543478   14070 life_cycle.go:297] codeReportEvery: recomputing codereport metric
